Timestamp,Age,Gender,City,How would you rate the overall cleanliness of the public toilets you have used in the past month?,How safe do you feel when using public toilets ?,What features would you like to see in public toilets to make them more comfortable and convenient? ,"Do you have public services like buses, parks , or libraries?","How often do you use public transportation (buses, trains,etc.)?",How satisfied are you with the public transportation in your area?,What changes would you like to see in public transportation?,Do you visit parks in your area?,What would make you more likely to visit local parks?,Which park amenities are most important to you?,What is the most significant issue or concern you face when visiting local parks? ,Do you feel safe using public transportation in your area?,Are there any new service you'd like to see in local parks? ,How satisfied are you with the services and resources offered by local libraries?, How often do you visit the library?,How satisfied are you with local public services overall?,What types of programs or services would you like to see offered at local libraries?, Do you have any suggestions for improving local public services?
36:57.9,36-50 years,Female,kanakapura,,,,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Walking trails,Lack of amenities,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,Language learning programs,Invest in technology
37:19.9,18-35 years,Female,kanakapura,,,,Yes,A few times a week,Very satisfied,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Sports facilities,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Rarely,Dissatisfied,Language learning programs,Invest in technology
37:38.7,18-35 years,Male,mysuru,,,,No,Once a week,Neutral,More frequent buses/trains,No,Increased programming and events,Walking trails,Lack of amenities,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Invest in technology
38:07.5,36-50 years,Female,Hyderabad,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Dissatisfied,Quarterly,Satisfied,E book access,Enhance community engagement
38:25.9,18-35 years,Male,mysuru,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Yes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Never,Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
38:42.5,18-35 years,Male,mysuru,,,,No,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,E book access,Improve customer service
39:01.8,36-50 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Accessibility and inclusivity,Yes,Sports equipment rentals,Neutral,Monthly,Neutral,E book access,Increase transparency
39:18.3,36-50 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Sports facilities,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Monthly,Very Satisfied,E book access,Improve customer service
39:42.5,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Yes,Increased programming and events,Walking trails,Lack of amenities,Yes,Sports equipment rentals,Dissatisfied,Rarely,Neutral,E book access,Enhance community engagement
39:56.1,36-50 years,Male,mysuru,,,,No,A few times a week,Satisfied,Reduced fares or free transfers,Sometimes,More amenities,Sports facilities,Maintenance and cleanliness,Yes,Sports equipment rentals,Satisfied,Monthly,Very Satisfied,"DIY workshop(crafting,painting)",Improve customer service
40:11.9,18-35 years,Female,mysuru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Picnic area,Lack of amenities,Sometimes,Sports equipment rentals,Satisfied,Weekly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
40:31.3,18-35 years,Male,kanakapura,,,,No,Once a week,Unsatisfied,More frequent buses/trains,Yes,Improved lighting and safety,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,E book access,Improve customer service
40:50.4,36-50 years,Male,Hyderabad,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Safety and security,Yes,Sports equipment rentals,Neutral,Weekly,Neutral,E book access,Invest in technology
41:06.4,18-35 years,Female,kanakapura,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Accessibility and inclusivity,Yes,Sports equipment rentals,Neutral,Monthly,Satisfied,Language learning programs,Enhance community engagement
41:24.8,36-50 years,Male,Bengaluru,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Sports facilities,Lack of amenities,Yes,Sports equipment rentals,Neutral,Quarterly,Satisfied,E book access,Invest in technology
41:41.4,36-50 years,Male,kanakapura,,,,Yes,A few times a week,Satisfied,More frequent buses/trains,No,Increased programming and events,Walking trails,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Very Satisfied,Quarterly,Neutral,E book access,Invest in technology
41:58.6,10-18 years,Male,Bengaluru,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Yes,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Improve customer service
42:20.2,18-35 years,Female,Hyderabad,,,,Yes,Once a week,Satisfied,Increased safety and security,Sometimes,Better maintenance and cleanliness,Sports facilities,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,Language learning programs,Invest in technology
42:42.3,36-50 years,Female,mysuru,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,E book access,Enhance community engagement
43:07.3,18-35 years,Female,mysuru,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Sports facilities,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
43:22.7,18-35 years,Male,mysuru,,,,Yes,Never,Satisfied,Reduced fares or free transfers,No,Increased programming and events,Playgrounds,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
43:41.1,10-18 years,Male,Hyderabad,,,,Yes,A few times a week,Satisfied,Increased safety and security,No,More amenities,Picnic area,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Satisfied,Monthly,Neutral,E book access,Improve customer service
43:58.8,18-35 years,Female,kanakapura,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Sports facilities,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Neutral,Rarely,Dissatisfied,"DIY workshop(crafting,painting)",Increase transparency
44:19.7,18-35 years,Female,mysuru,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,More amenities,Playgrounds,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Weekly,Neutral,E book access,Invest in technology
44:35.7,36-50 years,Female,Hyderabad,,,,Yes,Never,Neutral,More frequent buses/trains,No,More amenities,Sports facilities,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Monthly,Neutral,E book access,Improve customer service
44:52.5,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Neutral,Increased safety and security,Sometimes,Increased programming and events,Walking trails,Lack of amenities,Sometimes,Public restrooms,Dissatisfied,Quarterly,Dissatisfied,Language learning programs,Enhance community engagement
45:30.4,36-50 years,Male,mysuru,,,,Yes,Once a week,Neutral,Increased safety and security,No,Improved lighting and safety,Sports facilities,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,E book access,Invest in technology
45:46.3,18-35 years,Male,chennai,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,E book access,Invest in technology
46:26.8,18-35 years,Male,kanakapura,,,,Yes,Everyday,Satisfied,"Cleaner, more comfortable vehicles",No,Improved lighting and safety,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Rarely,Neutral,E book access,Invest in technology
46:54.6,18-35 years,Female,mysuru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Monthly,Dissatisfied,E book access,Improve customer service
47:20.7,18-35 years,Male,mysuru,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Sports facilities,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Monthly,Dissatisfied,Language learning programs,Invest in technology
47:41.9,36-50 years,Male,kanakapura,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Playgrounds,Safety and security,Yes,Sports equipment rentals,Satisfied,Quarterly,Satisfied,E book access,Improve customer service
47:58.2,18-35 years,Male,Hyderabad,,,,Yes,Never,Neutral,"Cleaner, more comfortable vehicles",Sometimes,More amenities,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Monthly,Very Dissatisfied,E book access,Invest in technology
48:28.5,36-50 years,Male,mysuru,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Monthly,Neutral,Language learning programs,Invest in technology
48:43.0,10-18 years,Female,kanakapura,,,,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Sports facilities,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Monthly,Dissatisfied,E book access,Improve customer service
49:16.5,18-35 years,Female,chennai,,,,Yes,A few times a week,Very satisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Quarterly,Satisfied,E book access,Invest in technology
49:36.2,36-50 years,Male,kanakapura,,,,Yes,Once a week,Unsatisfied,Increased safety and security,No,More amenities,Picnic area,Maintenance and cleanliness,Yes,Sports equipment rentals,Satisfied,Monthly,Neutral,E book access,Invest in technology
49:56.8,18-35 years,Male,mysuru,,,,Yes,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Crowding and noise,No,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,E book access,Invest in technology
50:15.4,36-50 years,Female,kanakapura,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Sports facilities,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Invest in technology
50:33.5,18-35 years,Male,mysuru,,,,No,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Accessibility and inclusivity,Yes,Sports equipment rentals,Neutral,Quarterly,Satisfied,E book access,Increase transparency
51:01.3,18-35 years,Male,palamaner,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
51:27.1,36-50 years,Male,Hyderabad,,,,No,Never,Satisfied,Increased safety and security,No,More amenities,Walking trails,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Very Dissatisfied,"DIY workshop(crafting,painting)",Enhance community engagement
52:01.4,18-35 years,Male,Hyderabad,,,,No,A few times a week,Neutral,Increased safety and security,Sometimes,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Satisfied,E book access,Invest in technology
52:21.0,36-50 years,Male,chennai,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Rarely,Neutral,E book access,Improve customer service
52:37.5,18-35 years,Female,kanakapura,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Picnic area,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Monthly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
53:13.3,36-50 years,Male,chennai,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Playgrounds,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Monthly,Neutral,E book access,Improve customer service
53:29.1,36-50 years,Female,mysuru,,,,No,Never,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Quarterly,Neutral,Language learning programs,Improve customer service
53:44.2,36-50 years,Male,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Safety and security,No,Sports equipment rentals,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
53:57.8,18-35 years,Male,kanakapura,,,,Yes,Never,Very unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Safety and security,Yes,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,E book access,Invest in technology
54:12.8,18-35 years,Male,chennai,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Quarterly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
54:30.7,36-50 years,Male,mysuru,,,,Yes,Once a week,Satisfied,More frequent buses/trains,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Quarterly,Dissatisfied,Language learning programs,Improve customer service
54:56.5,36-50 years,Male,mysuru,,,,No,Once a week,Unsatisfied,Increased safety and security,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Quarterly,Neutral,E book access,Invest in technology
55:13.0,18-35 years,Male,mysuru,,,,No,Once a week,Neutral,Increased safety and security,No,More amenities,Restrooms,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Rarely,Dissatisfied,Language learning programs,Enhance community engagement
55:39.1,18-35 years,Male,kanakapura,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Playgrounds,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Monthly,Neutral,E book access,Improve customer service
55:54.9,10-18 years,Female,chennai,,,,No,Once a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Quarterly,Very Satisfied,"DIY workshop(crafting,painting)",Increase transparency
