Timestamp,How old are you?,What is your gender?,Where do you currently live?,How would you rate the overall cleanliness of the public toilets you have used in the past month?,How safe do you feel when using public toilets ?,What features would you like to see in public toilets to make them more comfortable and convenient? ,"Do you have public services like buses, parks , or libraries?","How often do you use public transportation (buses, trains,etc.)?",How satisfied are you with the public transportation in your area?,What changes would you like to see in public transportation?,Do you visit parks in your area?,What would make you more likely to visit local parks?,Which park amenities are most important to you?,What is the most significant issue or concern you face when visiting local parks? ,Do you feel safe using public transportation in your area?,Are there any new service you'd like to see in local parks? ,How satisfied are you with the services and resources offered by local libraries?, How often do you visit the library?,How satisfied are you with local public services overall?,What types of programs or services would you like to see offered at local libraries?, Do you have any suggestions for improving local public services?
2025-03-09 21:06:47.109,18-35 years,Female,mysuru,,,,Yes,Never,Neutral,Reduced fares or free transfers,Yes,Increased programming and events,Picnic area,Safety and security,Yes,Sports equipment rentals,Neutral,Monthly,Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 21:07:06.220,36-50 years,Male,kanakapura,,,,No,Never,Unsatisfied,Reduced fares or free transfers,Sometimes,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Neutral,Rarely,Dissatisfied,E book access,Invest in technology
2025-03-09 21:07:25.357,36-50 years,Female,Bengaluru,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Quarterly,Dissatisfied,E book access,Invest in technology
2025-03-09 21:09:46.843,18-35 years,Male,mysuru,,,,Yes,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Playgrounds,Safety and security,No,Electric vehicle charging stations,Neutral,Rarely,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 21:10:05.710,18-35 years,Female,mysuru,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Sometimes,More amenities,Sports facilities,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Rarely,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 21:10:28.293,36-50 years,Female,mysuru,,,,No,Once a week,Unsatisfied,Increased safety and security,Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Very Satisfied,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 21:10:44.410,36-50 years,Female,kanakapura,,,,Yes,Never,Neutral,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Satisfied,Quarterly,Very Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 21:11:03.905,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,Sometimes,More amenities,Playgrounds,Maintenance and cleanliness,No,Electric vehicle charging stations,Satisfied,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 21:11:25.483,36-50 years,Male,kanakapura,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Quarterly,Satisfied,E book access,Invest in technology
2025-03-09 21:11:41.759,18-35 years,Male,mysuru,,,,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 21:12:02.752,36-50 years,Male,kanakapura,,,,Yes,A few times a week,Neutral,Increased safety and security,No,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Yes,Sports equipment rentals,Dissatisfied,Quarterly,Dissatisfied,E book access,Improve customer service
2025-03-09 21:12:23.000,36-50 years,Male,chennai,,,,Yes,Once a week,Very unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Rarely,Neutral,E book access,Improve customer service
2025-03-09 21:12:43.592,36-50 years,Male,kanakapura,,,,No,Once a week,Neutral,Reduced fares or free transfers,Sometimes,Increased programming and events,Walking trails,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Satisfied,Monthly,Very Dissatisfied,Language learning programs,Invest in technology
2025-03-09 21:13:04.695,36-50 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 21:13:29.920,18-35 years,Male,chennai,,,,Yes,A few times a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 21:13:53.645,18-35 years,Male,mysuru,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Picnic area,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Satisfied,E book access,Enhance community engagement
2025-03-09 21:14:11.442,36-50 years,Female,kanakapura,,,,No,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Satisfied,Quarterly,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 21:14:28.665,18-35 years,Male,Hyderabad,,,,Yes,Once a week,Neutral,Reduced fares or free transfers,Yes,More amenities,Walking trails,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 21:14:47.243,18-35 years,Female,Hyderabad,,,,Yes,Never,Neutral,"Cleaner, more comfortable vehicles",No,More amenities,Sports facilities,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Dissatisfied,Rarely,Very Dissatisfied,E book access,Improve customer service
2025-03-09 21:15:07.329,18-35 years,Male,kanakapura,,,,No,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Satisfied,Weekly,Neutral,Language learning programs,Improve customer service
2025-03-09 21:15:20.083,36-50 years,Male,kanakapura,,,,No,Once a week,Unsatisfied,Reduced fares or free transfers,Sometimes,Improved lighting and safety,Walking trails,Lack of amenities,Sometimes,Sports equipment rentals,Satisfied,Rarely,Satisfied,E book access,Improve customer service
2025-03-09 21:15:26.875,51-70 years,Male,mysuru,,,,No,Once a week,Neutral,More frequent buses/trains,Sometimes,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Satisfied,E book access,Invest in technology
2025-03-09 21:15:40.561,51-70 years,Male,Bengaluru,,,,No,Never,Very unsatisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Crowding and noise,Yes,Sports equipment rentals,Very dissatisfied,Rarely,Neutral,E book access,Invest in technology
2025-03-09 21:15:46.219,36-50 years,Male,mysuru,,,,No,A few times a week,Neutral,"Cleaner, more comfortable vehicles",Yes,More amenities,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Monthly,Neutral,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 21:15:57.799,36-50 years,Male,Hyderabad,,,,No,Once a week,Unsatisfied,Increased safety and security,No,Increased programming and events,Restrooms,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Weekly,Neutral,"DIY workshop(crafting,painting)",Improve customer service
2025-03-09 21:16:08.915,18-35 years,Female,Hyderabad,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Sports facilities,Lack of amenities,No,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 21:16:17.546,18-35 years,Female,mysuru,,,,No,Once a week,Very unsatisfied,Reduced fares or free transfers,Sometimes,More amenities,Picnic area,Crowding and noise,Yes,Sports equipment rentals,Neutral,Rarely,Satisfied,Language learning programs,Improve customer service
2025-03-09 21:16:28.488,51-70 years,Female,kanakapura,,,,Yes,Once a week,Unsatisfied,Reduced fares or free transfers,No,Increased programming and events,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Satisfied,Quarterly,Satisfied,Language learning programs,Invest in technology
2025-03-09 21:16:34.382,36-50 years,Male,Bengaluru,,,,No,Never,Unsatisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Dissatisfied,Quarterly,Very Dissatisfied,E book access,Improve customer service
2025-03-09 21:16:49.938,36-50 years,Female,kanakapura,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Monthly,Neutral,Language learning programs,Improve customer service
2025-03-09 21:16:51.034,36-50 years,Female,kanakapura,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Satisfied,Monthly,Satisfied,E book access,Improve customer service
2025-03-09 21:17:04.077,18-35 years,Male,Hyderabad,,,,Yes,A few times a week,Neutral,Reduced fares or free transfers,No,Improved lighting and safety,Sports facilities,Lack of amenities,No,Sports equipment rentals,Dissatisfied,Monthly,Dissatisfied,E book access,Invest in technology
2025-03-09 21:17:13.274,36-50 years,Female,kanakapura,,,,Yes,Everyday,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Lack of amenities,No,Sports equipment rentals,Neutral,Rarely,Neutral,Language learning programs,Invest in technology
2025-03-09 21:17:18.593,36-50 years,Female,Bengaluru,,,,Yes,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Sports facilities,Safety and security,No,Sports equipment rentals,Dissatisfied,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 21:17:33.898,18-35 years,Male,Bengaluru,,,,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Restrooms,Lack of amenities,Sometimes,Electric vehicle charging stations,Very Satisfied,Never,Neutral,E book access,Invest in technology
2025-03-09 21:17:37.642,36-50 years,Male,mysuru,,,,No,A few times a week,Neutral,Reduced fares or free transfers,No,Better maintenance and cleanliness,Walking trails,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Dissatisfied,Rarely,Neutral,E book access,Improve customer service
2025-03-09 21:17:53.354,18-35 years,Male,kanakapura,,,,Yes,Once a week,Neutral,Increased safety and security,No,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Sometimes,Sports equipment rentals,Satisfied,Monthly,Satisfied,Language learning programs,Improve customer service
2025-03-09 21:17:57.109,36-50 years,Male,palamaner,,,,Yes,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,More amenities,Picnic area,Safety and security,Yes,Sports equipment rentals,Satisfied,Quarterly,Very Dissatisfied,Language learning programs,Invest in technology
2025-03-09 21:18:08.985,18-35 years,Female,mysuru,,,,No,Once a week,Satisfied,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Accessibility and inclusivity,Yes,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Increase transparency
2025-03-09 21:18:23.890,51-70 years,Male,Hyderabad,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Crowding and noise,Sometimes,Electric vehicle charging stations,Neutral,Quarterly,Neutral,Language learning programs,Improve customer service
2025-03-09 21:18:25.298,36-50 years,Male,mysuru,,,,No,Once a week,Neutral,"Cleaner, more comfortable vehicles",Sometimes,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Sports equipment rentals,Satisfied,Weekly,Neutral,E book access,Improve customer service
2025-03-09 21:18:40.105,36-50 years,Male,Bengaluru,,,,No,A few times a week,Very unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Restrooms,Lack of amenities,Sometimes,Sports equipment rentals,Dissatisfied,Monthly,Neutral,Language learning programs,Enhance community engagement
2025-03-09 21:18:41.298,18-35 years,Female,kanakapura,,,,No,Once a week,Neutral,More frequent buses/trains,Yes,Better maintenance and cleanliness,Walking trails,Maintenance and cleanliness,Yes,Electric vehicle charging stations,Neutral,Quarterly,Dissatisfied,E book access,Invest in technology
2025-03-09 21:18:58.017,36-50 years,Male,Andhra pradesh,,,,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Walking trails,Crowding and noise,Sometimes,Sports equipment rentals,Neutral,Rarely,Satisfied,Language learning programs,Improve customer service
2025-03-09 21:18:58.263,36-50 years,Male,mysuru,,,,Yes,Never,Very unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Monthly,Dissatisfied,E book access,Improve customer service
2025-03-09 21:19:19.795,36-50 years,Female,palamaner,,,,No,Once a week,Neutral,Reduced fares or free transfers,Sometimes,Increased programming and events,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Increase transparency
2025-03-09 21:19:32.170,36-50 years,Male,Hyderabad,,,,No,Once a week,Unsatisfied,Increased safety and security,Sometimes,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Sports equipment rentals,Neutral,Quarterly,Neutral,Language learning programs,Invest in technology
2025-03-09 21:19:36.490,18-35 years,Female,Hyderabad,,,,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Sports equipment rentals,Neutral,Rarely,Neutral,"DIY workshop(crafting,painting)",Invest in technology
2025-03-09 21:19:53.386,18-35 years,Male,kanakapura,,,,No,Never,Neutral,Reduced fares or free transfers,Sometimes,Increased programming and events,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Very Satisfied,Weekly,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 21:19:56.759,18-35 years,Female,Hyderabad,,,,No,Never,Neutral,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Restrooms,Crowding and noise,Sometimes,Electric vehicle charging stations,Neutral,Weekly,Dissatisfied,Language learning programs,Improve customer service
2025-03-09 21:20:08.432,18-35 years,Female,kanakapura,,,,No,Once a week,Unsatisfied,Increased safety and security,No,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Quarterly,Neutral,E book access,Improve customer service
2025-03-09 21:20:21.764,10-18 years,Female,kanakapura,,,,No,Once a week,Neutral,Reduced fares or free transfers,Yes,Increased programming and events,Walking trails,Lack of amenities,No,Sports equipment rentals,Satisfied,Quarterly,Very Satisfied,Language learning programs,Improve customer service
